method,lead_time,t,twcrps,owcrps
MBM,1,15,0.0482366462722883,0.34239798247845
MBM,1,16,0.0368605321756575,0.331024406445758
MBM,1,17,0.0280674735103107,0.305540237279353
MBM,1,18,0.0215494971522716,0.363530472154137
MBM,1,19,0.0166150025200844,0.363476896021384
MBM,1,20,0.0129102987514244,0.348402297615544
MBM_SEA,1,0,0.870802626081168,0.863780500287053
MBM_SEA,1,1,0.863563127977415,0.860659805717849
MBM_SEA,1,2,0.817480163218534,0.794113955311787
MBM_SEA,1,3,0.718802731010157,0.670053168147793
MBM_SEA,1,4,0.606819745403257,0.584822955226945
MBM_SEA,1,5,0.500641085212799,0.534772245553219
MBM_SEA,1,6,0.40620777758527,0.492446297516427
MBM_SEA,1,7,0.326259264594973,0.472924570044012
MBM_SEA,1,8,0.260385677501812,0.453067104723384
MBM_SEA,1,9,0.206516743891505,0.439149708086046
MBM_SEA,1,10,0.163308524523359,0.411534264089646
MBM_SEA,1,11,0.128633097694409,0.396450116156427
MBM_SEA,1,12,0.101108018588207,0.38238842924675
MBM_SEA,1,13,0.0789578665517389,0.357728838007699
MBM_SEA,1,14,0.0614775861964779,0.347800269214406
MBM_SEA,1,15,0.0473746603936384,0.332876654976437
MBM_SEA,1,16,0.0362314636809225,0.323471403493371
MBM_SEA,1,17,0.0275862430386018,0.294163913400219
MBM_SEA,1,18,0.0212226611284339,0.341585717552268
MBM_SEA,1,19,0.0164312332378472,0.344709617037138
MBM_SEA,1,20,0.0128371558884316,0.345318890212062
IDR,1,0,0.859860652517691,0.853956809116556
IDR,1,1,0.855485001111789,0.851795042696766
IDR,1,2,0.812219349954994,0.779369925562347
IDR,1,3,0.716559306491885,0.650576344112925
IDR,1,4,0.608102212847732,0.545319887446412
IDR,1,5,0.504259028773015,0.468611543675831
IDR,1,6,0.410592874557368,0.410783673530236
IDR,1,7,0.330630159587829,0.370829791572035
IDR,1,8,0.264074776644629,0.346310742157723
IDR,1,9,0.209193873957433,0.336239935197437
IDR,1,10,0.1652705739634,0.371471552028278
IDR,1,11,0.130396305695835,0.351099125503954
IDR,1,12,0.102499302961906,0.34378786786778
IDR,1,13,0.0801828624603273,0.311291962720471
IDR,1,14,0.0623504061370562,0.302287753873655
IDR,1,15,0.0480352915675982,0.286395149070668
IDR,1,16,0.0366949868360537,0.271956999430894
IDR,1,17,0.0277513064900709,0.260405154173128
IDR,1,18,0.0211255958871739,0.235063582702744
IDR,1,19,0.0161768172094848,0.224361284795226
IDR,1,20,0.0124594505502774,0.217131560604208
QRF_LOC,1,0,0.758676067163528,0.752884010443974
QRF_LOC,1,1,0.754274702631385,0.75085820069169
QRF_LOC,1,2,0.713673220974373,0.68692051260266
QRF_LOC,1,3,0.626308697850928,0.572367881685694
QRF_LOC,1,4,0.528856523657266,0.469821460959579
QRF_LOC,1,5,0.435620721199861,0.39340028831035
QRF_LOC,1,6,0.35149725379734,0.339048076507823
QRF_LOC,1,7,0.280553085093519,0.306613818620173
QRF_LOC,1,8,0.222324422134138,0.283169407022697
QRF_LOC,1,9,0.175079438440717,0.268979708827676
QRF_LOC,1,10,0.13764488824473,0.297804612420152
QRF_LOC,1,11,0.108136348739935,0.284541328626429
QRF_LOC,1,12,0.0848887543535473,0.279255249832159
QRF_LOC,1,13,0.0663440874425238,0.262026718244392
QRF_LOC,1,14,0.0516226930930131,0.256821902631253
QRF_LOC,1,15,0.0396554314058084,0.246118805354502
QRF_LOC,1,16,0.0301382000448824,0.226509154465951
QRF_LOC,1,17,0.0226351060200076,0.208777666017815
QRF_LOC,1,18,0.0170736900742722,0.195014418750455
QRF_LOC,1,19,0.0129384770049578,0.191477867187898
QRF_LOC,1,20,0.0098802819696516,0.185210439630402
QRF_GLO,1,0,0.775492775739831,0.769547449948539
QRF_GLO,1,1,0.771099876631049,0.767402530315592
QRF_GLO,1,2,0.729776707036455,0.700754758255933
QRF_GLO,1,3,0.639618840211186,0.580971557110675
QRF_GLO,1,4,0.538726541933181,0.475543343436266
QRF_GLO,1,5,0.442841798293494,0.394771188425322
QRF_GLO,1,6,0.356686960243258,0.334805595728065
QRF_GLO,1,7,0.283964552213075,0.29908601837136
QRF_GLO,1,8,0.224264617049991,0.271927445606389
QRF_GLO,1,9,0.175729837462387,0.255717899255701
QRF_GLO,1,10,0.137573512923366,0.283157137005119
QRF_GLO,1,11,0.107606802089355,0.270649213689736
QRF_GLO,1,12,0.0840925342499664,0.261216205624525
QRF_GLO,1,13,0.065458532026516,0.244654234506001
QRF_GLO,1,14,0.050757429233267,0.241619627903604
QRF_GLO,1,15,0.0389753317916032,0.229659266327531
QRF_GLO,1,16,0.0296013707408087,0.215075262735989
QRF_GLO,1,17,0.0222856034575217,0.195555008765542
QRF_GLO,1,18,0.0169529566728774,0.182258228430777
QRF_GLO,1,19,0.0129620421629186,0.171450525903618
QRF_GLO,1,20,0.0099552431891211,0.16416334366838
DRN,1,0,0.736644901676678,0.731308625421422
DRN,1,1,0.731989883812931,0.731424917029428
DRN,1,2,0.691998120261745,0.674823739275013
DRN,1,3,0.606402491058425,0.558585574804872
DRN,1,4,0.511517030550313,0.45887698725062
DRN,1,5,0.420694159885726,0.379308401476785
DRN,1,6,0.339194023128006,0.314795823559282
DRN,1,7,0.269775322130047,0.273275053882864
DRN,1,8,0.2131306554094,0.240238194175935
DRN,1,9,0.167460198907223,0.216731700894579
DRN,1,10,0.131260526642241,0.19082868728722
DRN,1,11,0.102566256043628,0.174344847264563
DRN,1,12,0.0803378753754398,0.162392485303806
DRN,1,13,0.0625914026801885,0.147312170602215
DRN,1,14,0.0486529320115305,0.139844990264585
DRN,1,15,0.037307970489625,0.129360547004846
DRN,1,16,0.0283553989932472,0.119292605957655
DRN,1,17,0.0213338380695874,0.107072165945155
DRN,1,18,0.0162475050502044,0.119739739457189
DRN,1,19,0.012420081110691,0.113082769214543
DRN,1,20,0.0094878590328947,0.104979957603795
BQN,1,0,0.737731274439511,0.732342887874262
BQN,1,1,0.733037493942079,0.732438274892617
BQN,1,2,0.693148352737053,0.677624732124132
BQN,1,3,0.607822170805001,0.57016791900173
BQN,1,4,0.513309758992911,0.486637190030937
BQN,1,5,0.422691640417857,0.441964334868426
BQN,1,6,0.340928722415889,0.404291934665388
BQN,1,7,0.271534224415495,0.381945699240502
BQN,1,8,0.214886748911678,0.364253399812715
BQN,1,9,0.169112248745318,0.360941312967743
BQN,1,10,0.132702282276414,0.346908334068155
BQN,1,11,0.103929338195348,0.345738442979006
BQN,1,12,0.0814700926853232,0.349281515805551
BQN,1,13,0.0635590598530731,0.341490131414595
BQN,1,14,0.0494841745273063,0.340183189261978
BQN,1,15,0.0380570053006672,0.328879001992445
BQN,1,16,0.0289164041084201,0.319277956394717
BQN,1,17,0.0217915367634491,0.29162351119978
BQN,1,18,0.0165715139476027,0.344104852038824
BQN,1,19,0.0127109051286619,0.330479951727072
BQN,1,20,0.0097446382892865,0.331614454819855
EMOS,2,0,0.897460829542178,0.891386670622498
EMOS,2,1,0.890158914928283,0.892541319555391
EMOS,2,2,0.843000156336157,0.82358087313884
EMOS,2,3,0.741744149471642,0.667496041652673
EMOS,2,4,0.623281005518497,0.536304710450512
EMOS,2,5,0.510090870289677,0.426327480425566
EMOS,2,6,0.410389581404853,0.332494484646993
EMOS,2,7,0.327707226291566,0.26337840863772
EMOS,2,8,0.261037626427406,0.213115386626248
EMOS,2,9,0.207290270354043,0.181623411130021
EMOS,2,10,0.163972866876113,0.15628503987595
EMOS,2,11,0.129455004020859,0.144003109811516
EMOS,2,12,0.101960322009312,0.135698428043778
EMOS,2,13,0.0797670597738147,0.126169410737873
EMOS,2,14,0.0620968363315315,0.117353434924091
EMOS,2,15,0.047756362631148,0.110145565020458
EMOS,2,16,0.0359317547165125,0.103722203652762
EMOS,2,17,0.0272266379931288,0.095246430628364
EMOS,2,18,0.0208520090757395,0.102639553301222
EMOS,2,19,0.01614998568067,0.0957711446726873
EMOS,2,20,0.0126610645970128,0.0970524116947095
EMOS_SEA,2,0,0.875781134890589,0.869550102248847
EMOS_SEA,2,1,0.868734029542074,0.870634861821734
EMOS_SEA,2,2,0.82227843526945,0.803368739652281
EMOS_SEA,2,3,0.722464336544383,0.651653164021252
EMOS_SEA,2,4,0.60709164298073,0.524771370988308
EMOS_SEA,2,5,0.496643853393133,0.418151639750501
EMOS_SEA,2,6,0.400206787706509,0.327251129320927
EMOS_SEA,2,7,0.320100876960733,0.261290886945945
EMOS_SEA,2,8,0.254959852571456,0.21459032643177
EMOS_SEA,2,9,0.202418980583646,0.185507713305327
EMOS_SEA,2,10,0.16026258241594,0.160342213514563
EMOS_SEA,2,11,0.12644081091643,0.14846174965122
EMOS_SEA,2,12,0.0997587848206998,0.14055780289755
EMOS_SEA,2,13,0.0780197175325132,0.128229311509292
EMOS_SEA,2,14,0.0607567211648698,0.11906544007576
EMOS_SEA,2,15,0.0466540587038674,0.111875678609352
EMOS_SEA,2,16,0.035131488325932,0.103711724710915
EMOS_SEA,2,17,0.026732763020807,0.0952267201681553
EMOS_SEA,2,18,0.0204726576757576,0.102545449170481
EMOS_SEA,2,19,0.0159629983420885,0.0975839888246841
