"method","lead_time","t","twcrps","owcrps"
"HEN",15,16,0.0380991039233536,0.0252943282805231
"HEN",15,17,0.0278503307158865,0.0177495234025012
"HEN",15,18,0.0203207667684947,0.0155916680108061
"HEN",15,19,0.0150347980833811,0.0118604980492066
"HEN",15,20,0.0113899321785906,0.00851603746571915
"HEN",16,0,0.935749031150555,0.934559024985962
"HEN",16,1,0.935271294466162,0.935405598768216
"HEN",16,2,0.928102033906483,0.917075295953845
"HEN",16,3,0.89350751589729,0.849446821446813
"HEN",16,4,0.826699712089344,0.752985968917234
"HEN",16,5,0.731148184855307,0.639590057746921
"HEN",16,6,0.617670082485343,0.51529987244258
"HEN",16,7,0.50352269708246,0.40559001052484
"HEN",16,8,0.39923024558873,0.312039297210271
"HEN",16,9,0.309306805517138,0.236879904845211
"HEN",16,10,0.235261541708429,0.170738053660375
"HEN",16,11,0.174770536969786,0.124554039242378
"HEN",16,12,0.128245805638251,0.0893122937125315
"HEN",16,13,0.0932545840588479,0.0631249121733608
"HEN",16,14,0.0684627930892571,0.0458296538501977
"HEN",16,15,0.050406247127922,0.0329428296625835
"HEN",16,16,0.037157631032488,0.024221595738004
"HEN",16,17,0.0273534333474822,0.017665815982999
"HEN",16,18,0.0204466777241909,0.0158041074937989
"HEN",16,19,0.015573494900507,0.0119034454210658
"HEN",16,20,0.0120224580855749,0.00902645155403158
"HEN",17,0,0.954327906724674,0.953077363203941
"HEN",17,1,0.953623613163443,0.954463271788452
"HEN",17,2,0.942726826648821,0.928910167278646
"HEN",17,3,0.895069734533784,0.838568493413338
"HEN",17,4,0.813042925274816,0.727372036025361
"HEN",17,5,0.706954613994677,0.607860872116275
"HEN",17,6,0.59039508364701,0.48381148603632
"HEN",17,7,0.476529824841216,0.378608006305674
"HEN",17,8,0.373966033497933,0.28616886965599
"HEN",17,9,0.287069501799184,0.215591810388593
"HEN",17,10,0.217041639069944,0.1544734178027
"HEN",17,11,0.161118870508492,0.113518953674074
"HEN",17,12,0.119146137293685,0.0836762086174958
"HEN",17,13,0.0884153420545162,0.0598550175694507
"HEN",17,14,0.0659859748526415,0.0442941599765529
"HEN",17,15,0.0491138134163829,0.0329057875275969
"HEN",17,16,0.0367331619310561,0.0242963336004764
"HEN",17,17,0.0273667444700052,0.0181444464513565
"HEN",17,18,0.0206441218945541,0.0159782917673218
"HEN",17,19,0.0157340183789997,0.0124043253831695
"HEN",17,20,0.0121704589636576,0.00920782138663296
"HEN",18,0,0.963937467546173,0.961631102375615
"HEN",18,1,0.962628395253951,0.963890456732459
"HEN",18,2,0.945770283233571,0.925672601474879
"HEN",18,3,0.882132316887339,0.814497611146577
"HEN",18,4,0.783305580770135,0.687656861986669
"HEN",18,5,0.666937521568308,0.562514943806022
"HEN",18,6,0.547617162567315,0.439207215608013
"HEN",18,7,0.43751146959642,0.34086502691711
"HEN",18,8,0.342243960320996,0.260184117116476
"HEN",18,9,0.263320715936347,0.19657319190335
"HEN",18,10,0.20023670737211,0.143115318387807
"HEN",18,11,0.150428796923368,0.106457293966299
"HEN",18,12,0.113167064942795,0.0794551772572196
"HEN",18,13,0.0855983924149349,0.0585169647598434
"HEN",18,14,0.0649846364369666,0.0437308154419297
"HEN",18,15,0.0492415412938519,0.0326756128399679
"HEN",18,16,0.0371574258988811,0.0246031725007232
"HEN",18,17,0.0281086230783316,0.0181622368970646
