,"European Union Emissions Trading System",,,," "
Date,"Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," "
2015-01-02,1,1.162133333,EUR,," "
2015-01-05,1,1.162133333,EUR,," "
2015-01-06,1,1.162133333,EUR,," "
2015-01-07,1,1.162133333,EUR,," "
2015-01-08,1,1.162133333,EUR,6.7," "
2015-01-09,1,1.162133333,EUR,6.71," "
2015-01-12,1,1.162133333,EUR,6.59," "
2015-01-13,1,1.162133333,EUR,6.77," "
2015-01-14,1,1.162133333,EUR,6.99," "
2015-01-15,1,1.162133333,EUR,7.1," "
2015-01-16,1,1.162133333,EUR,7.05," "
2015-01-19,1,1.162133333,EUR,7.06," "
2015-01-20,1,1.162133333,EUR,7.25," "
2015-01-21,1,1.162133333,EUR,," "
2015-01-22,1,1.162133333,EUR,7.02," "
2015-01-23,1,1.162133333,EUR,6.81," "
2015-01-26,1,1.162133333,EUR,6.76," "
2015-01-27,1,1.162133333,EUR,6.82," "
2015-01-28,1,1.162133333,EUR,6.76," "
2015-01-29,1,1.162133333,EUR,6.92," "
2015-01-30,1,1.162133333,EUR,6.96," "
2015-02-02,1,1.134965,EUR,7.06," "
2015-02-03,1,1.134965,EUR,7.06," "
2015-02-04,1,1.134965,EUR,," "
2015-02-05,1,1.134965,EUR,6.87," "
2015-02-06,1,1.134965,EUR,6.92," "
2015-02-09,1,1.134965,EUR,6.86," "
2015-02-10,1,1.134965,EUR,6.88," "
2015-02-11,1,1.134965,EUR,6.87," "
2015-02-12,1,1.134965,EUR,7.29," "
2015-02-13,1,1.134965,EUR,7.35," "
2015-02-16,1,1.134965,EUR,7.66," "
2015-02-17,1,1.134965,EUR,7.62," "
2015-02-18,1,1.134965,EUR,," "
2015-02-19,1,1.134965,EUR,7.37," "
2015-02-20,1,1.134965,EUR,7.26," "
2015-02-23,1,1.134965,EUR,7.2," "
2015-02-24,1,1.134965,EUR,7.66," "
2015-02-25,1,1.134965,EUR,7.35," "
2015-02-26,1,1.134965,EUR,7.29," "
2015-02-27,1,1.134965,EUR,6.93," "
2015-03-02,1,1.083768182,EUR,6.9," "
2015-03-03,1,1.083768182,EUR,6.82," "
2015-03-04,1,1.083768182,EUR,," "
2015-03-05,1,1.083768182,EUR,6.96," "
2015-03-06,1,1.083768182,EUR,6.7," "
2015-03-09,1,1.083768182,EUR,6.66," "
2015-03-10,1,1.083768182,EUR,6.67," "
2015-03-11,1,1.083768182,EUR,6.48," "
2015-03-12,1,1.083768182,EUR,6.61," "
2015-03-13,1,1.083768182,EUR,6.26," "
2015-03-16,1,1.083768182,EUR,6.36," "
2015-03-17,1,1.083768182,EUR,6.45," "
2015-03-18,1,1.083768182,EUR,," "
2015-03-19,1,1.083768182,EUR,6.7," "
2015-03-20,1,1.083768182,EUR,6.7," "
2015-03-23,1,1.083768182,EUR,6.94," "
2015-03-24,1,1.083768182,EUR,7.02," "
2015-03-25,1,1.083768182,EUR,6.77," "
2015-03-26,1,1.083768182,EUR,7," "
2015-03-27,1,1.083768182,EUR,6.9," "
2015-03-30,1,1.083768182,EUR,6.81," "
2015-03-31,1,1.083768182,EUR,6.79," "
2015-04-01,1,1.07793,EUR,," "
2015-04-02,1,1.07793,EUR,7.14," "
2015-04-07,1,1.07793,EUR,7.08," "
2015-04-08,1,1.07793,EUR,," "
2015-04-09,1,1.07793,EUR,7.12," "
2015-04-10,1,1.07793,EUR,6.96," "
2015-04-13,1,1.07793,EUR,6.82," "
2015-04-14,1,1.07793,EUR,6.77," "
2015-04-15,1,1.07793,EUR,," "
2015-04-16,1,1.07793,EUR,6.82," "
2015-04-17,1,1.07793,EUR,6.83," "
2015-04-20,1,1.07793,EUR,6.88," "
2015-04-21,1,1.07793,EUR,7.07," "
2015-04-22,1,1.07793,EUR,6.75," "
2015-04-23,1,1.07793,EUR,7.06," "
2015-04-24,1,1.07793,EUR,7.27," "
2015-04-27,1,1.07793,EUR,7.33," "
2015-04-28,1,1.07793,EUR,7.16," "
2015-04-29,1,1.07793,EUR,," "
2015-04-30,1,1.07793,EUR,7.52," "
2015-05-04,1,1.114955,EUR,," "
2015-05-05,1,1.114955,EUR,7.5," "
2015-05-06,1,1.114955,EUR,7.25," "
2015-05-07,1,1.114955,EUR,7.5," "
2015-05-08,1,1.114955,EUR,7.43," "
2015-05-11,1,1.114955,EUR,7.5," "
2015-05-12,1,1.114955,EUR,7.62," "
2015-05-13,1,1.114955,EUR,," "
2015-05-14,1,1.114955,EUR,," "
2015-05-15,1,1.114955,EUR,7.48," "
2015-05-18,1,1.114955,EUR,7.54," "
2015-05-19,1,1.114955,EUR,7.51," "
2015-05-20,1,1.114955,EUR,7.38," "
2015-05-21,1,1.114955,EUR,7.3," "
2015-05-22,1,1.114955,EUR,7.25," "
2015-05-26,1,1.114955,EUR,7.28," "
2015-05-27,1,1.114955,EUR,," "
2015-05-28,1,1.114955,EUR,7.2," "
2015-05-29,1,1.114955,EUR,7.22," "
2015-06-01,1,1.121322727,EUR,7.23," "
2015-06-02,1,1.121322727,EUR,7.26," "
2015-06-03,1,1.121322727,EUR,," "
2015-06-04,1,1.121322727,EUR,," "
2015-06-05,1,1.121322727,EUR,7.4," "
2015-06-08,1,1.121322727,EUR,7.38," "
2015-06-09,1,1.121322727,EUR,7.48," "
2015-06-10,1,1.121322727,EUR,," "
2015-06-11,1,1.121322727,EUR,7.58," "
2015-06-12,1,1.121322727,EUR,7.52," "
2015-06-15,1,1.121322727,EUR,7.54," "
2015-06-16,1,1.121322727,EUR,7.48," "
2015-06-17,1,1.121322727,EUR,," "
2015-06-18,1,1.121322727,EUR,7.45," "
2015-06-19,1,1.121322727,EUR,7.41," "
2015-06-22,1,1.121322727,EUR,7.43," "
2015-06-23,1,1.121322727,EUR,7.45," "
2015-06-24,1,1.121322727,EUR,," "
2015-06-25,1,1.121322727,EUR,7.52," "
2015-06-26,1,1.121322727,EUR,7.5," "
2015-06-29,1,1.121322727,EUR,7.36," "
2015-06-30,1,1.121322727,EUR,7.36," "
2015-07-01,1,1.099578261,EUR,7.16," "
2015-07-02,1,1.099578261,EUR,7.42," "
2015-07-03,1,1.099578261,EUR,7.42," "
2015-07-06,1,1.099578261,EUR,7.33," "
2015-07-07,1,1.099578261,EUR,7.35," "
2015-07-08,1,1.099578261,EUR,," "
2015-07-09,1,1.099578261,EUR,7.43," "
2015-07-10,1,1.099578261,EUR,7.52," "
2015-07-13,1,1.099578261,EUR,7.64," "
2015-07-14,1,1.099578261,EUR,7.72," "
2015-07-15,1,1.099578261,EUR,," "
2015-07-16,1,1.099578261,EUR,7.69," "
2015-07-17,1,1.099578261,EUR,7.6," "
2015-07-20,1,1.099578261,EUR,7.76," "
2015-07-21,1,1.099578261,EUR,7.92," "
2015-07-22,1,1.099578261,EUR,," "
2015-07-23,1,1.099578261,EUR,8.04," "
2015-07-24,1,1.099578261,EUR,8.01," "
2015-07-27,1,1.099578261,EUR,7.98," "
2015-07-28,1,1.099578261,EUR,7.95," "
2015-07-29,1,1.099578261,EUR,8.03," "
2015-07-30,1,1.099578261,EUR,8," "
2015-07-31,1,1.099578261,EUR,7.82," "
2015-08-03,1,1.113904762,EUR,7.91," "
2015-08-04,1,1.113904762,EUR,7.94," "
2015-08-05,1,1.113904762,EUR,," "
2015-08-06,1,1.113904762,EUR,7.83," "
2015-08-07,1,1.113904762,EUR,7.79," "
2015-08-10,1,1.113904762,EUR,7.78," "
2015-08-11,1,1.113904762,EUR,7.95," "
2015-08-12,1,1.113904762,EUR,," "
2015-08-13,1,1.113904762,EUR,8.18," "
2015-08-14,1,1.113904762,EUR,8.15," "
2015-08-17,1,1.113904762,EUR,8.26," "
2015-08-18,1,1.113904762,EUR,8.17," "
2015-08-19,1,1.113904762,EUR,," "
2015-08-20,1,1.113904762,EUR,8.31," "
2015-08-21,1,1.113904762,EUR,8.31," "
2015-08-24,1,1.113904762,EUR,8.08," "
2015-08-25,1,1.113904762,EUR,8.22," "
2015-08-26,1,1.113904762,EUR,," "
2015-08-27,1,1.113904762,EUR,8.07," "
2015-08-28,1,1.113904762,EUR,8.04," "
2015-08-31,1,1.113904762,EUR,," "
2015-09-01,1,1.122118182,EUR,7.98," "
2015-09-02,1,1.122118182,EUR,," "
2015-09-03,1,1.122118182,EUR,8.06," "
2015-09-04,1,1.122118182,EUR,8.06," "
2015-09-07,1,1.122118182,EUR,8.02," "
2015-09-08,1,1.122118182,EUR,8.09," "
2015-09-09,1,1.122118182,EUR,7.94," "
2015-09-10,1,1.122118182,EUR,8.25," "
2015-09-11,1,1.122118182,EUR,8.22," "
2015-09-14,1,1.122118182,EUR,8.21," "
2015-09-15,1,1.122118182,EUR,8.17," "
2015-09-16,1,1.122118182,EUR,," "
2015-09-17,1,1.122118182,EUR,8.18," "
2015-09-18,1,1.122118182,EUR,8.16," "
2015-09-21,1,1.122118182,EUR,8.04," "
2015-09-22,1,1.122118182,EUR,7.98," "
2015-09-23,1,1.122118182,EUR,8.04," "
2015-09-24,1,1.122118182,EUR,7.99," "
2015-09-25,1,1.122118182,EUR,7.94," "
2015-09-28,1,1.122118182,EUR,7.92," "
2015-09-29,1,1.122118182,EUR,7.87," "
2015-09-30,1,1.122118182,EUR,," "
2015-10-01,1,1.123509091,EUR,8.2," "
2015-10-02,1,1.123509091,EUR,8.1," "
2015-10-05,1,1.123509091,EUR,8.16," "
2015-10-06,1,1.123509091,EUR,8.16," "
2015-10-07,1,1.123509091,EUR,7.97," "
2015-10-08,1,1.123509091,EUR,8.11," "
2015-10-09,1,1.123509091,EUR,8.16," "
2015-10-12,1,1.123509091,EUR,8.26," "
2015-10-13,1,1.123509091,EUR,8.3," "
2015-10-14,1,1.123509091,EUR,," "
2015-10-15,1,1.123509091,EUR,8.46," "
2015-10-16,1,1.123509091,EUR,8.37," "
2015-10-19,1,1.123509091,EUR,8.35," "
2015-10-20,1,1.123509091,EUR,8.32," "
2015-10-21,1,1.123509091,EUR,," "
2015-10-22,1,1.123509091,EUR,8.44," "
2015-10-23,1,1.123509091,EUR,8.52," "
2015-10-26,1,1.123509091,EUR,8.55," "
2015-10-27,1,1.123509091,EUR,8.63," "
2015-10-28,1,1.123509091,EUR,," "
2015-10-29,1,1.123509091,EUR,8.59," "
2015-10-30,1,1.123509091,EUR,8.59," "
2015-11-02,1,1.0736,EUR,8.54," "
2015-11-03,1,1.0736,EUR,8.58," "
2015-11-04,1,1.0736,EUR,8.25," "
2015-11-05,1,1.0736,EUR,8.4," "
2015-11-06,1,1.0736,EUR,8.45," "
2015-11-09,1,1.0736,EUR,8.35," "
2015-11-10,1,1.0736,EUR,8.28," "
2015-11-11,1,1.0736,EUR,," "
2015-11-12,1,1.0736,EUR,8.36," "
2015-11-13,1,1.0736,EUR,8.34," "
2015-11-16,1,1.0736,EUR,8.43," "
2015-11-17,1,1.0736,EUR,8.49," "
2015-11-18,1,1.0736,EUR,8.51," "
2015-11-19,1,1.0736,EUR,8.57," "
2015-11-20,1,1.0736,EUR,8.59," "
2015-11-23,1,1.0736,EUR,8.46," "
2015-11-24,1,1.0736,EUR,8.63," "
2015-11-25,1,1.0736,EUR,," "
2015-11-26,1,1.0736,EUR,8.61," "
2015-11-27,1,1.0736,EUR,8.54," "
2015-11-30,1,1.0736,EUR,8.55," "
2015-12-01,1,1.087718182,EUR,8.52," "
2015-12-02,1,1.087718182,EUR,," "
2015-12-03,1,1.087718182,EUR,8.44," "
2015-12-04,1,1.087718182,EUR,8.56," "
2015-12-07,1,1.087718182,EUR,8.42," "
2015-12-08,1,1.087718182,EUR,8.33," "
2015-12-09,1,1.087718182,EUR,," "
2015-12-10,1,1.087718182,EUR,8.32," "
2015-12-11,1,1.087718182,EUR,7.98," "
2015-12-14,1,1.087718182,EUR,7.92," "
2015-12-15,1,1.087718182,EUR,8.05," "
2015-12-16,1,1.087718182,EUR,," "
2015-12-17,1,1.087718182,EUR,8.12," "
2015-12-18,1,1.087718182,EUR,," "
2015-12-21,1,1.087718182,EUR,," "
2015-12-22,1,1.087718182,EUR,," "
2015-12-23,1,1.087718182,EUR,," "
2015-12-28,1,1.087718182,EUR,," "
2015-12-29,1,1.087718182,EUR,," "
2015-12-30,1,1.087718182,EUR,," "
2016-01-04,1,1.085965,EUR,," "
2016-01-05,1,1.085965,EUR,," "
2016-01-06,1,1.085965,EUR,," "
2016-01-07,1,1.085965,EUR,," "
2016-01-08,1,1.085965,EUR,," "
2016-01-11,1,1.085965,EUR,7.45," "
2016-01-12,1,1.085965,EUR,7.04," "
2016-01-13,1,1.085965,EUR,," "
2016-01-14,1,1.085965,EUR,7.05," "
2016-01-15,1,1.085965,EUR,6.71," "
2016-01-18,1,1.085965,EUR,6.52," "
2016-01-19,1,1.085965,EUR,6.81," "
2016-01-20,1,1.085965,EUR,6.57," "
2016-01-21,1,1.085965,EUR,6.04," "
2016-01-22,1,1.085965,EUR,6.33," "
2016-01-25,1,1.085965,EUR,5.93," "
2016-01-26,1,1.085965,EUR,5.8," "
2016-01-27,1,1.085965,EUR,," "
2016-01-28,1,1.085965,EUR,6.02," "
2016-01-29,1,1.085965,EUR,6.06," "
2016-02-01,1,1.109295238,EUR,5.75," "
2016-02-02,1,1.109295238,EUR,5.57," "
2016-02-03,1,1.109295238,EUR,5.7," "
2016-02-04,1,1.109295238,EUR,5.55," "
2016-02-05,1,1.109295238,EUR,5.55," "
2016-02-08,1,1.109295238,EUR,5.25," "
2016-02-09,1,1.109295238,EUR,5.19," "
2016-02-10,1,1.109295238,EUR,," "
2016-02-11,1,1.109295238,EUR,4.65," "
2016-02-12,1,1.109295238,EUR,4.94," "
2016-02-15,1,1.109295238,EUR,4.97," "
2016-02-16,1,1.109295238,EUR,4.78," "
2016-02-17,1,1.109295238,EUR,4.8," "
2016-02-18,1,1.109295238,EUR,5.22," "
2016-02-19,1,1.109295238,EUR,5.26," "
2016-02-22,1,1.109295238,EUR,5.2," "
2016-02-23,1,1.109295238,EUR,5.14," "
2016-02-24,1,1.109295238,EUR,," "
2016-02-25,1,1.109295238,EUR,4.78," "
2016-02-26,1,1.109295238,EUR,5.08," "
2016-02-29,1,1.109295238,EUR,4.85," "
2016-03-01,1,1.109966667,EUR,4.9," "
2016-03-02,1,1.109966667,EUR,4.8," "
2016-03-03,1,1.109966667,EUR,4.88," "
2016-03-04,1,1.109966667,EUR,4.8," "
2016-03-07,1,1.109966667,EUR,4.95," "
2016-03-08,1,1.109966667,EUR,5," "
2016-03-09,1,1.109966667,EUR,," "
2016-03-10,1,1.109966667,EUR,5," "
2016-03-11,1,1.109966667,EUR,5.01," "
2016-03-14,1,1.109966667,EUR,4.92," "
2016-03-15,1,1.109966667,EUR,4.81," "
2016-03-16,1,1.109966667,EUR,4.94," "
2016-03-17,1,1.109966667,EUR,4.92," "
2016-03-18,1,1.109966667,EUR,4.92," "
2016-03-21,1,1.109966667,EUR,4.86," "
2016-03-22,1,1.109966667,EUR,4.8," "
2016-03-23,1,1.109966667,EUR,," "
2016-03-24,1,1.109966667,EUR,4.76," "
2016-03-29,1,1.109966667,EUR,4.75," "
2016-03-30,1,1.109966667,EUR,4.77," "
2016-03-31,1,1.109966667,EUR,4.97," "
2016-04-01,1,1.133919048,EUR,5.18," "
2016-04-04,1,1.133919048,EUR,5.08," "
2016-04-05,1,1.133919048,EUR,5.26," "
2016-04-06,1,1.133919048,EUR,," "
2016-04-07,1,1.133919048,EUR,5.23," "
2016-04-08,1,1.133919048,EUR,5.23," "
2016-04-11,1,1.133919048,EUR,5.42," "
2016-04-12,1,1.133919048,EUR,5.63," "
2016-04-13,1,1.133919048,EUR,5.42," "
2016-04-14,1,1.133919048,EUR,5.47," "
2016-04-15,1,1.133919048,EUR,5.54," "
2016-04-18,1,1.133919048,EUR,5.38," "
2016-04-19,1,1.133919048,EUR,5.47," "
2016-04-20,1,1.133919048,EUR,," "
2016-04-21,1,1.133919048,EUR,5.58," "
2016-04-22,1,1.133919048,EUR,5.74," "
2016-04-25,1,1.133919048,EUR,5.92," "
2016-04-26,1,1.133919048,EUR,6.08," "
2016-04-27,1,1.133919048,EUR,6.94," "
2016-04-28,1,1.133919048,EUR,6.64," "
2016-04-29,1,1.133919048,EUR,6.29," "
2016-05-02,1,1.131109091,EUR,," "
2016-05-03,1,1.131109091,EUR,5.88," "
2016-05-04,1,1.131109091,EUR,," "
2016-05-05,1,1.131109091,EUR,," "
2016-05-06,1,1.131109091,EUR,6.13," "
2016-05-09,1,1.131109091,EUR,5.96," "
2016-05-10,1,1.131109091,EUR,5.65," "
2016-05-11,1,1.131109091,EUR,5.72," "
2016-05-12,1,1.131109091,EUR,6.04," "
2016-05-13,1,1.131109091,EUR,5.75," "
2016-05-16,1,1.131109091,EUR,," "
2016-05-17,1,1.131109091,EUR,5.94," "
2016-05-18,1,1.131109091,EUR,," "
2016-05-19,1,1.131109091,EUR,5.87," "
2016-05-20,1,1.131109091,EUR,5.95," "
2016-05-23,1,1.131109091,EUR,5.85," "
2016-05-24,1,1.131109091,EUR,5.73," "
2016-05-25,1,1.131109091,EUR,," "
2016-05-26,1,1.131109091,EUR,," "
2016-05-27,1,1.131109091,EUR,5.9," "
2016-05-30,1,1.131109091,EUR,," "
2016-05-31,1,1.131109091,EUR,6," "
2016-06-01,1,1.122890909,EUR,," "
2016-06-02,1,1.122890909,EUR,5.96," "
2016-06-03,1,1.122890909,EUR,5.96," "
2016-06-06,1,1.122890909,EUR,6.05," "
2016-06-07,1,1.122890909,EUR,6.14," "
2016-06-08,1,1.122890909,EUR,," "
2016-06-09,1,1.122890909,EUR,6.05," "
2016-06-10,1,1.122890909,EUR,5.93," "
2016-06-13,1,1.122890909,EUR,5.83," "
2016-06-14,1,1.122890909,EUR,5.78," "
2016-06-15,1,1.122890909,EUR,," "
2016-06-16,1,1.122890909,EUR,5.82," "
2016-06-17,1,1.122890909,EUR,5.68," "
2016-06-20,1,1.122890909,EUR,5.76," "
2016-06-21,1,1.122890909,EUR,5.68," "
2016-06-22,1,1.122890909,EUR,5.55," "
2016-06-23,1,1.122890909,EUR,5.6," "
2016-06-24,1,1.122890909,EUR,4.96," "
2016-06-27,1,1.122890909,EUR,4.86," "
2016-06-28,1,1.122890909,EUR,4.8," "
2016-06-29,1,1.122890909,EUR,," "
2016-06-30,1,1.122890909,EUR,4.47," "
2016-07-01,1,1.106852381,EUR,4.35," "
2016-07-04,1,1.106852381,EUR,4.77," "
2016-07-05,1,1.106852381,EUR,4.86," "
2016-07-06,1,1.106852381,EUR,4.49," "
2016-07-07,1,1.106852381,EUR,4.7," "
2016-07-08,1,1.106852381,EUR,4.45," "
2016-07-11,1,1.106852381,EUR,4.45," "
2016-07-12,1,1.106852381,EUR,4.53," "
2016-07-13,1,1.106852381,EUR,," "
2016-07-14,1,1.106852381,EUR,4.79," "
2016-07-15,1,1.106852381,EUR,4.65," "
2016-07-18,1,1.106852381,EUR,4.97," "
2016-07-19,1,1.106852381,EUR,4.75," "
2016-07-20,1,1.106852381,EUR,4.65," "
2016-07-21,1,1.106852381,EUR,4.7," "
2016-07-22,1,1.106852381,EUR,4.6," "
2016-07-25,1,1.106852381,EUR,4.56," "
2016-07-26,1,1.106852381,EUR,4.51," "
2016-07-27,1,1.106852381,EUR,," "
2016-07-28,1,1.106852381,EUR,4.58," "
2016-07-29,1,1.106852381,EUR,4.38," "
2016-08-01,1,1.121173913,EUR,4.38," "
2016-08-02,1,1.121173913,EUR,4.32," "
2016-08-03,1,1.121173913,EUR,," "
2016-08-04,1,1.121173913,EUR,4.6," "
2016-08-05,1,1.121173913,EUR,4.75," "
2016-08-08,1,1.121173913,EUR,4.79," "
2016-08-09,1,1.121173913,EUR,4.87," "
2016-08-10,1,1.121173913,EUR,," "
2016-08-11,1,1.121173913,EUR,4.75," "
2016-08-12,1,1.121173913,EUR,4.86," "
2016-08-15,1,1.121173913,EUR,," "
2016-08-16,1,1.121173913,EUR,4.78," "
2016-08-17,1,1.121173913,EUR,4.65," "
2016-08-18,1,1.121173913,EUR,4.55," "
2016-08-19,1,1.121173913,EUR,4.71," "
2016-08-22,1,1.121173913,EUR,," "
2016-08-23,1,1.121173913,EUR,," "
2016-08-24,1,1.121173913,EUR,," "
2016-08-25,1,1.121173913,EUR,," "
2016-08-26,1,1.121173913,EUR,4.71," "
2016-08-29,1,1.121173913,EUR,," "
2016-08-30,1,1.121173913,EUR,," "
2016-08-31,1,1.121173913,EUR,," "
2016-09-01,1,1.121209091,EUR,," "
2016-09-02,1,1.121209091,EUR,4.32," "
2016-09-05,1,1.121209091,EUR,4.02," "
2016-09-06,1,1.121209091,EUR,3.94," "
2016-09-07,1,1.121209091,EUR,," "
2016-09-08,1,1.121209091,EUR,4.02," "
2016-09-09,1,1.121209091,EUR,4.07," "
2016-09-12,1,1.121209091,EUR,3.94," "
2016-09-13,1,1.121209091,EUR,3.97," "
2016-09-14,1,1.121209091,EUR,," "
2016-09-15,1,1.121209091,EUR,3.94," "
2016-09-16,1,1.121209091,EUR,4.26," "
2016-09-19,1,1.121209091,EUR,4.23," "
2016-09-20,1,1.121209091,EUR,4.3," "
2016-09-21,1,1.121209091,EUR,," "
2016-09-22,1,1.121209091,EUR,4.33," "
2016-09-23,1,1.121209091,EUR,4.38," "
2016-09-26,1,1.121209091,EUR,4.5," "
2016-09-27,1,1.121209091,EUR,4.51," "
2016-09-28,1,1.121209091,EUR,4.57," "
2016-09-29,1,1.121209091,EUR,5.06," "
2016-09-30,1,1.121209091,EUR,5," "
2016-10-03,1,1.102604762,EUR,," "
2016-10-04,1,1.102604762,EUR,5.17," "
2016-10-05,1,1.102604762,EUR,," "
2016-10-06,1,1.102604762,EUR,5.68," "
2016-10-07,1,1.102604762,EUR,5.62," "
2016-10-10,1,1.102604762,EUR,5.53," "
2016-10-11,1,1.102604762,EUR,5.58," "
2016-10-12,1,1.102604762,EUR,," "
2016-10-13,1,1.102604762,EUR,5.59," "
2016-10-14,1,1.102604762,EUR,5.65," "
2016-10-17,1,1.102604762,EUR,5.84," "
2016-10-18,1,1.102604762,EUR,5.89," "
2016-10-19,1,1.102604762,EUR,," "
2016-10-20,1,1.102604762,EUR,5.7," "
2016-10-21,1,1.102604762,EUR,5.58," "
2016-10-24,1,1.102604762,EUR,5.92," "
2016-10-25,1,1.102604762,EUR,5.78," "
2016-10-26,1,1.102604762,EUR,," "
2016-10-27,1,1.102604762,EUR,5.9," "
2016-10-28,1,1.102604762,EUR,5.7," "
2016-10-31,1,1.102604762,EUR,5.76," "
2016-11-01,1,1.079895455,EUR,," "
2016-11-02,1,1.079895455,EUR,," "
2016-11-03,1,1.079895455,EUR,6.35," "
2016-11-04,1,1.079895455,EUR,6.54," "
2016-11-07,1,1.079895455,EUR,6.46," "
2016-11-08,1,1.079895455,EUR,6.1," "
2016-11-09,1,1.079895455,EUR,," "
2016-11-10,1,1.079895455,EUR,5.95," "
2016-11-11,1,1.079895455,EUR,5.85," "
2016-11-14,1,1.079895455,EUR,5.54," "
2016-11-15,1,1.079895455,EUR,5.55," "
2016-11-16,1,1.079895455,EUR,," "
2016-11-17,1,1.079895455,EUR,5.6," "
2016-11-18,1,1.079895455,EUR,5.73," "
2016-11-21,1,1.079895455,EUR,5.44," "
2016-11-22,1,1.079895455,EUR,5.42," "
2016-11-23,1,1.079895455,EUR,5.46," "
2016-11-24,1,1.079895455,EUR,5.29," "
2016-11-25,1,1.079895455,EUR,5.05," "
2016-11-28,1,1.079895455,EUR,4.8," "
2016-11-29,1,1.079895455,EUR,4.56," "
2016-11-30,1,1.079895455,EUR,," "
2016-12-01,1,1.054290476,EUR,4.44," "
2016-12-02,1,1.054290476,EUR,4.32," "
2016-12-05,1,1.054290476,EUR,4.16," "
2016-12-06,1,1.054290476,EUR,4.15," "
2016-12-07,1,1.054290476,EUR,," "
2016-12-08,1,1.054290476,EUR,4.23," "
2016-12-09,1,1.054290476,EUR,4.48," "
2016-12-12,1,1.054290476,EUR,4.65," "
2016-12-13,1,1.054290476,EUR,4.82," "
2016-12-14,1,1.054290476,EUR,," "
2016-12-15,1,1.054290476,EUR,4.96," "
2016-12-16,1,1.054290476,EUR,4.59," "
2016-12-19,1,1.054290476,EUR,," "
2016-12-20,1,1.054290476,EUR,," "
2016-12-21,1,1.054290476,EUR,," "
2016-12-22,1,1.054290476,EUR,," "
2016-12-23,1,1.054290476,EUR,," "
2016-12-27,1,1.054290476,EUR,," "
2016-12-28,1,1.054290476,EUR,," "
2016-12-29,1,1.054290476,EUR,," "
2016-12-30,1,1.054290476,EUR,," "
2017-01-02,1,1.061440909,EUR,," "
2017-01-03,1,1.061440909,EUR,," "
2017-01-04,1,1.061440909,EUR,," "
2017-01-05,1,1.061440909,EUR,," "
2017-01-06,1,1.061440909,EUR,," "
2017-01-09,1,1.061440909,EUR,5," "
2017-01-10,1,1.061440909,EUR,5.6," "
2017-01-11,1,1.061440909,EUR,," "
2017-01-12,1,1.061440909,EUR,5.3," "
2017-01-13,1,1.061440909,EUR,5.06," "
2017-01-16,1,1.061440909,EUR,4.96," "
2017-01-17,1,1.061440909,EUR,4.8," "
2017-01-18,1,1.061440909,EUR,," "
2017-01-19,1,1.061440909,EUR,4.88," "
2017-01-20,1,1.061440909,EUR,5.16," "
2017-01-23,1,1.061440909,EUR,5.34," "
2017-01-24,1,1.061440909,EUR,5.23," "
2017-01-25,1,1.061440909,EUR,," "
2017-01-26,1,1.061440909,EUR,4.93," "
2017-01-27,1,1.061440909,EUR,5.05," "
2017-01-30,1,1.061440909,EUR,4.99," "
2017-01-31,1,1.061440909,EUR,5.2," "
2017-02-01,1,1.064265,EUR,," "
2017-02-02,1,1.064265,EUR,5.24," "
2017-02-03,1,1.064265,EUR,5.22," "
2017-02-06,1,1.064265,EUR,5.08," "
2017-02-07,1,1.064265,EUR,5.08," "
2017-02-08,1,1.064265,EUR,," "
2017-02-09,1,1.064265,EUR,5.25," "
2017-02-10,1,1.064265,EUR,5.3," "
2017-02-13,1,1.064265,EUR,5.07," "
2017-02-14,1,1.064265,EUR,4.95," "
2017-02-15,1,1.064265,EUR,," "
2017-02-16,1,1.064265,EUR,4.96," "
2017-02-17,1,1.064265,EUR,4.85," "
2017-02-20,1,1.064265,EUR,5.05," "
2017-02-21,1,1.064265,EUR,5.09," "
2017-02-22,1,1.064265,EUR,," "
2017-02-23,1,1.064265,EUR,5.17," "
2017-02-24,1,1.064265,EUR,5.31," "
2017-02-27,1,1.064265,EUR,5.28," "
2017-02-28,1,1.064265,EUR,5.15," "
2017-03-01,1,1.068469565,EUR,," "
2017-03-02,1,1.068469565,EUR,5.74," "
2017-03-03,1,1.068469565,EUR,5.55," "
2017-03-06,1,1.068469565,EUR,5.47," "
2017-03-07,1,1.068469565,EUR,5.43," "
2017-03-08,1,1.068469565,EUR,," "
2017-03-09,1,1.068469565,EUR,5.16," "
2017-03-10,1,1.068469565,EUR,5.08," "
2017-03-13,1,1.068469565,EUR,5.11," "
2017-03-14,1,1.068469565,EUR,5.16," "
2017-03-15,1,1.068469565,EUR,," "
2017-03-16,1,1.068469565,EUR,5.07," "
2017-03-17,1,1.068469565,EUR,5.13," "
2017-03-20,1,1.068469565,EUR,5.05," "
2017-03-21,1,1.068469565,EUR,4.93," "
2017-03-22,1,1.068469565,EUR,," "
2017-03-23,1,1.068469565,EUR,4.98," "
2017-03-24,1,1.068469565,EUR,4.88," "
2017-03-27,1,1.068469565,EUR,4.67," "
2017-03-28,1,1.068469565,EUR,4.63," "
2017-03-29,1,1.068469565,EUR,4.71," "
2017-03-30,1,1.068469565,EUR,4.63," "
2017-03-31,1,1.068469565,EUR,4.85," "
2017-04-03,1,1.072266667,EUR,4.7," "
2017-04-04,1,1.072266667,EUR,4.78," "
2017-04-05,1,1.072266667,EUR,," "
